review_id,sku_id,rating,review_text,images_attached,review_date
REV0404,WE-TBL-04,1,beautiful but leg cracked,False,2026-03-04
REV0405,WE-CHAIR-05,4,Exactly as described.,False,2025-12-26
REV0406,WE-BED-33,4,Great quality!,False,2026-02-17
REV0407,WE-LAMP-07,4,Love this piece.,False,2025-10-17
REV0408,WE-MIRROR-3,4,Love this piece.,False,2026-02-08
REV0409,WE-TABLE-88,3,Exactly as described.,False,2025-12-07
REV0410,WE-RUG-99,3,Fast delivery and beautiful product.,False,2025-10-27
REV0411,WE-TBL-04,3,Great quality!,False,2026-01-29
REV0412,WE-BENCH-21,4,Love this piece.,False,2026-03-31
REV0413,WE-SHELF-14,4,Great quality!,False,2025-11-07
REV0414,WE-DESK-11,3,Great quality!,False,2026-01-07
REV0415,WE-BENCH-21,4,Love this piece.,True,2026-03-13
REV0416,WE-MIRROR-3,3,Great quality!,False,2025-10-22
REV0417,WE-MIRROR-3,5,Exactly as described.,False,2026-03-18
REV0418,WE-CHAIR-05,2,finish looks different than photo,False,2025-11-12
REV0419,WE-LAMP-07,4,Fast delivery and beautiful product.,True,2026-03-05
REV0420,WE-TABLE-88,1,looks grey not warm brown as shown,False,2025-12-27
REV0421,WE-DESK-11,4,Exactly as described.,False,2026-03-13
REV0422,WE-BED-33,3,Fast delivery and beautiful product.,False,2025-10-18
REV0423,WE-CHAIR-05,5,Love this piece.,False,2025-12-10
REV0424,WE-BED-33,3,Exactly as described.,True,2025-10-27
REV0425,WE-MIRROR-3,5,Great quality!,False,2025-10-21
REV0426,WE-CHAIR-05,3,Exactly as described.,False,2026-01-02
REV0427,WE-DESK-11,3,Great quality!,False,2026-02-09
REV0428,WE-SHELF-14,3,Fast delivery and beautiful product.,True,2025-12-31
REV0429,WE-DESK-11,3,Love this piece.,False,2026-02-16
REV0430,WE-SOFA-22,5,Fast delivery and beautiful product.,False,2026-01-19
REV0431,WE-BENCH-21,4,Great quality!,False,2025-12-11
REV0432,WE-LAMP-07,4,Exactly as described.,False,2025-12-23
REV0433,WE-TABLE-88,3,Great quality!,False,2025-12-24
REV0434,WE-MIRROR-3,3,Exactly as described.,False,2025-10-15
REV0435,WE-TBL-04,3,Love this piece.,False,2025-12-18
REV0436,WE-BENCH-21,3,Love this piece.,True,2025-12-29
REV0437,WE-CHAIR-05,3,Great quality!,True,2026-03-01
REV0438,WE-CHAIR-05,2,finish looks different than photo,False,2025-10-17
REV0439,WE-LAMP-07,4,Fast delivery and beautiful product.,False,2026-03-07
REV0440,WE-DESK-11,3,Love this piece.,False,2025-11-10
REV0441,WE-BED-33,4,Fast delivery and beautiful product.,False,2026-02-23
REV0442,WE-LAMP-07,3,Fast delivery and beautiful product.,False,2026-02-12
REV0443,WE-TBL-04,4,Love this piece.,True,2025-12-13
REV0444,WE-CHAIR-05,2,finish looks different than photo,True,2025-12-29
REV0445,WE-MIRROR-3,3,Great quality!,False,2026-02-26
REV0446,WE-MIRROR-3,4,Great quality!,True,2025-11-27
REV0447,WE-LAMP-07,4,Fast delivery and beautiful product.,True,2026-02-12
REV0448,WE-CHAIR-05,1,finish looks different than photo,False,2025-12-05
REV0449,WE-LAMP-07,5,Love this piece.,False,2025-10-19
REV0450,WE-CHAIR-05,4,Fast delivery and beautiful product.,True,2025-12-27
