contact_id,return_id,sku_id,contact_reason,transcript,resolution,part_requested,contact_date
CS0233,,WE-BED-33,size_confusion,Customer couldn't visualise scale from photos.,resolved_no_action,Hinge,2025-10-17
CS0234,,WE-CHAIR-05,general_inquiry,Inquiry about warranty coverage.,exchange_offered,Top panel,2025-10-31
CS0235,R0198,WE-TBL-04,color_inquiry,Customer upset that the finish doesn't match the listing.,return_initiated,None,2026-03-05
CS0236,R0210,WE-CHAIR-05,size_confusion,Customer couldn't visualise scale from photos.,exchange_offered,Hardware kit,2026-03-21
CS0237,R0203,WE-LAMP-07,warranty_claim,Structural failure documented; replacement parts shipped.,exchange_offered,Top panel,2026-02-24
CS0238,R0460,WE-MIRROR-3,size_confusion,Customer said item is too big for their space.,resolved_no_action,Hinge,2026-01-31
CS0239,,WE-SHELF-14,color_inquiry,Customer upset that the finish doesn't match the listing.,exchange_offered,Top panel,2025-12-19
CS0240,,WE-LAMP-07,general_inquiry,Inquiry about warranty coverage.,information_provided,Leg,2026-01-03
CS0241,,WE-LAMP-07,color_inquiry,Customer upset that the finish doesn't match the listing.,exchange_offered,Hardware kit,2026-02-25
CS0242,R0291,WE-DESK-11,shipping_issue,Item arrived with damaged box.,information_provided,Hardware kit,2025-11-06
CS0243,R0481,WE-SHELF-14,color_inquiry,Customer upset that the finish doesn't match the listing.,exchange_offered,Hinge,2026-02-21
CS0244,,WE-TBL-04,color_inquiry,Customer upset that the finish doesn't match the listing.,information_provided,Top panel,2026-01-05
CS0245,,WE-LAMP-07,shipping_issue,Item arrived with damaged box.,escalated_to_team,Leg,2025-12-27
CS0246,,WE-TBL-04,color_inquiry,Customer upset that the finish doesn't match the listing.,exchange_offered,Hinge,2025-12-20
CS0247,,WE-DESK-11,warranty_claim,Structural failure documented; replacement parts shipped.,information_provided,None,2025-10-16
CS0248,,WE-BED-33,warranty_claim,Formal warranty claim filed for broken hinge assembly batch 402.,information_provided,None,2026-02-06
CS0249,,WE-CHAIR-05,shipping_issue,Package delayed by 3 days. Agent applied discount code.,discount_applied,None,2025-10-12
CS0250,R0467,WE-BENCH-21,color_inquiry,Customer asked why the colour looks different from website photos.,resolved_no_action,Hinge,2026-02-04
CS0251,R0095,WE-CHAIR-05,general_inquiry,Customer asked about care instructions.,resolved_no_action,None,2026-01-02
CS0252,,WE-LAMP-07,warranty_claim,Formal warranty claim filed for broken hinge assembly batch 402.,exchange_offered,Top panel,2026-02-27
CS0253,R0392,WE-LAMP-07,quality_complaint,Warranty claim: structural failure at joint confirmed.,escalated_to_team,Drawer slide,2025-12-26
CS0254,,WE-TABLE-88,color_inquiry,Customer upset that the finish doesn't match the listing.,discount_applied,None,2026-02-16
CS0255,R0173,WE-LAMP-07,warranty_claim,Structural failure documented; replacement parts shipped.,information_provided,Leg,2026-03-17
CS0256,,WE-TABLE-88,warranty_claim,Structural failure documented; replacement parts shipped.,resolved_no_action,Drawer slide,2025-12-21
CS0257,R0138,WE-SOFA-22,size_confusion,Customer said item is too big for their space.,exchange_offered,Top panel,2026-02-23
CS0258,,WE-RUG-99,color_inquiry,Customer upset that the finish doesn't match the listing.,exchange_offered,Hinge,2026-02-18
CS0259,,WE-TBL-04,warranty_claim,Formal warranty claim filed for broken hinge assembly batch 402.,exchange_offered,Drawer slide,2025-12-27
CS0260,,WE-SHELF-14,warranty_claim,Formal warranty claim filed for broken hinge assembly batch 402.,exchange_offered,Leg,2026-01-25
CS0261,R0351,WE-TABLE-88,shipping_issue,Package delayed by 3 days. Agent applied discount code.,return_initiated,Hardware kit,2026-02-09
CS0262,R0273,WE-SHELF-14,shipping_issue,Package delayed by 3 days. Agent applied discount code.,return_initiated,None,2025-11-12
CS0263,,WE-TBL-04,color_inquiry,Customer asked why the colour looks different from website photos.,return_initiated,Top panel,2025-11-07
CS0264,,WE-RUG-99,quality_complaint,Complaint about wobbly leg. Agent sent replacement hardware.,discount_applied,Hardware kit,2025-12-22
CS0265,,WE-BED-33,quality_complaint,Warranty claim: structural failure at joint confirmed.,discount_applied,Hinge,2026-01-08
CS0266,,WE-BENCH-21,shipping_issue,Item arrived with damaged box.,discount_applied,Drawer slide,2026-03-16
CS0267,,WE-TBL-04,shipping_issue,Item arrived with damaged box.,exchange_offered,Leg,2025-11-07
CS0268,,WE-TABLE-88,general_inquiry,Inquiry about warranty coverage.,exchange_offered,Drawer slide,2025-12-16
CS0269,,WE-MIRROR-3,warranty_claim,Structural failure documented; replacement parts shipped.,resolved_no_action,Hinge,2026-04-10
CS0270,,WE-BENCH-21,quality_complaint,Customer reported leg snapped during setup. Escalated to quality.,return_initiated,None,2026-01-17
CS0271,,WE-BENCH-21,shipping_issue,Package delayed by 3 days. Agent applied discount code.,information_provided,None,2025-11-05
CS0272,,WE-TABLE-88,quality_complaint,Complaint about wobbly leg. Agent sent replacement hardware.,information_provided,None,2025-10-13
CS0273,R0200,WE-TABLE-88,warranty_claim,Structural failure documented; replacement parts shipped.,resolved_no_action,Hinge,2025-11-28
CS0274,R0090,WE-MIRROR-3,warranty_claim,Formal warranty claim filed for broken hinge assembly batch 402.,discount_applied,None,2025-11-21
CS0275,,WE-SHELF-14,size_confusion,Customer said item is too big for their space.,information_provided,None,2025-11-23
CS0276,R0092,WE-CHAIR-05,size_confusion,Customer couldn't visualise scale from photos.,return_initiated,Top panel,2026-04-03
CS0277,,WE-SOFA-22,quality_complaint,Complaint about wobbly leg. Agent sent replacement hardware.,exchange_offered,None,2026-02-04
CS0278,,WE-BENCH-21,shipping_issue,Package delayed by 3 days. Agent applied discount code.,escalated_to_team,None,2025-12-06
CS0279,,WE-TABLE-88,warranty_claim,Structural failure documented; replacement parts shipped.,escalated_to_team,Hardware kit,2026-03-25
CS0280,,WE-BENCH-21,quality_complaint,Complaint about wobbly leg. Agent sent replacement hardware.,resolved_no_action,None,2026-01-03
CS0281,,WE-BENCH-21,warranty_claim,Structural failure documented; replacement parts shipped.,exchange_offered,Drawer slide,2026-03-12
CS0282,R0193,WE-DESK-11,color_inquiry,Customer asked why the colour looks different from website photos.,resolved_no_action,Leg,2025-11-15
CS0283,,WE-BED-33,size_confusion,Customer said item is too big for their space.,escalated_to_team,None,2026-04-10
CS0284,,WE-DESK-11,color_inquiry,Customer asked why the colour looks different from website photos.,information_provided,Drawer slide,2026-01-07
CS0285,R0010,WE-BENCH-21,size_confusion,Customer couldn't visualise scale from photos.,escalated_to_team,Top panel,2026-01-20
CS0286,,WE-SOFA-22,quality_complaint,Customer reported leg snapped during setup. Escalated to quality.,information_provided,Hinge,2025-11-08
CS0287,,WE-DESK-11,size_confusion,Customer couldn't visualise scale from photos.,discount_applied,Hardware kit,2025-10-16
CS0288,,WE-TABLE-88,quality_complaint,Warranty claim: structural failure at joint confirmed.,resolved_no_action,Hinge,2025-12-05
CS0289,R0342,WE-DESK-11,warranty_claim,Structural failure documented; replacement parts shipped.,exchange_offered,None,2026-02-16
CS0290,,WE-CHAIR-05,warranty_claim,Formal warranty claim filed for broken hinge assembly batch 402.,exchange_offered,Top panel,2025-12-31
CS0291,,WE-DESK-11,warranty_claim,Formal warranty claim filed for broken hinge assembly batch 402.,escalated_to_team,Top panel,2026-01-14
CS0292,,WE-LAMP-07,warranty_claim,Structural failure documented; replacement parts shipped.,information_provided,Top panel,2026-03-23
CS0293,R0200,WE-RUG-99,warranty_claim,Structural failure documented; replacement parts shipped.,resolved_no_action,Hardware kit,2025-12-31
CS0294,,WE-TABLE-88,size_confusion,Customer said item is too big for their space.,escalated_to_team,Leg,2026-01-23
CS0295,,WE-SHELF-14,warranty_claim,Formal warranty claim filed for broken hinge assembly batch 402.,information_provided,None,2025-12-08
CS0296,R0201,WE-DESK-11,size_confusion,Customer couldn't visualise scale from photos.,resolved_no_action,None,2026-04-08
CS0297,,WE-BED-33,warranty_claim,Formal warranty claim filed for broken hinge assembly batch 402.,exchange_offered,Top panel,2025-12-22
CS0298,R0486,WE-BENCH-21,size_confusion,Customer couldn't visualise scale from photos.,exchange_offered,Leg,2026-03-11
CS0299,,WE-RUG-99,warranty_claim,Structural failure documented; replacement parts shipped.,exchange_offered,None,2025-12-28
CS0300,R0501,WE-CHAIR-05,color_inquiry,Customer asked why the colour looks different from website photos.,discount_applied,None,2025-11-09
CS0301,,WE-SOFA-22,warranty_claim,Structural failure documented; replacement parts shipped.,resolved_no_action,None,2026-03-19
CS0302,R0456,WE-SHELF-14,warranty_claim,Structural failure documented; replacement parts shipped.,discount_applied,Leg,2026-03-11
CS0303,,WE-TABLE-88,color_inquiry,Customer asked why the colour looks different from website photos.,resolved_no_action,Hardware kit,2026-02-12
CS0304,R0097,WE-TBL-04,general_inquiry,Inquiry about warranty coverage.,escalated_to_team,Hinge,2026-01-02
CS0305,R0129,WE-SHELF-14,warranty_claim,Structural failure documented; replacement parts shipped.,return_initiated,Drawer slide,2026-03-25
CS0306,,WE-RUG-99,size_confusion,Customer said item is too big for their space.,return_initiated,Top panel,2025-11-19
CS0307,R0128,WE-RUG-99,general_inquiry,Inquiry about warranty coverage.,exchange_offered,None,2026-03-11
CS0308,R0458,WE-SOFA-22,general_inquiry,Customer asked about care instructions.,discount_applied,Leg,2026-03-31
CS0309,,WE-SOFA-22,general_inquiry,Customer asked about care instructions.,return_initiated,Hardware kit,2026-02-04
CS0310,,WE-TBL-04,color_inquiry,Customer asked why the colour looks different from website photos.,discount_applied,Hardware kit,2026-02-26
CS0311,R0048,WE-LAMP-07,warranty_claim,Formal warranty claim filed for broken hinge assembly batch 402.,escalated_to_team,Drawer slide,2025-10-24
CS0312,,WE-RUG-99,shipping_issue,Package delayed by 3 days. Agent applied discount code.,resolved_no_action,Drawer slide,2025-11-28
CS0313,,WE-BED-33,general_inquiry,Customer asked about care instructions.,resolved_no_action,Leg,2026-02-09
CS0314,R0221,WE-TBL-04,size_confusion,Customer couldn't visualise scale from photos.,exchange_offered,Hardware kit,2025-11-20
CS0315,R0433,WE-CHAIR-05,general_inquiry,Inquiry about warranty coverage.,return_initiated,Hardware kit,2026-02-04
CS0316,,WE-DESK-11,shipping_issue,Package delayed by 3 days. Agent applied discount code.,return_initiated,Drawer slide,2025-10-19
CS0317,,WE-LAMP-07,warranty_claim,Formal warranty claim filed for broken hinge assembly batch 402.,return_initiated,None,2026-02-01
CS0318,,WE-BENCH-21,warranty_claim,Formal warranty claim filed for broken hinge assembly batch 402.,escalated_to_team,None,2025-10-27
CS0319,,WE-RUG-99,general_inquiry,Customer asked about care instructions.,exchange_offered,Drawer slide,2025-12-20
CS0320,R0128,WE-LAMP-07,color_inquiry,Customer asked why the colour looks different from website photos.,escalated_to_team,Leg,2025-10-17
